raceId,Constructor,Driver,tbl
189,1,57,9743.0
189,24,65,17538.0
189,24,22,32296.0
189,17,49,34884.0
189,15,55,54408.0
189,22,25,60934.0
190,1,57,0.0
190,6,30,5015.0
190,6,56,95688.0
190,17,49,98635.0
190,3,23,99494.0
191,1,57,0.0
191,1,14,702.0
192,1,57,0.0
192,1,14,1102.0
192,6,30,60550.0
192,22,25,67453.0
193,6,30,0.0
193,1,57,22898.0
193,6,56,57745.0
193,22,25,68134.0
193,15,55,78286.0
193,1,14,79751.0
193,22,21,88437.0
194,1,14,0.0
194,6,30,4554.0
194,6,56,51775.0
194,3,35,54590.0
194,3,49,77476.0
195,1,57,0.0
195,1,14,9439.0
195,6,30,47095.0
195,22,25,62538.0
196,1,57,0.0
196,22,21,11475.0
196,6,56,41378.0
196,21,63,60363.0
197,6,30,0.0
197,22,21,16662.0
197,6,56,60059.0
197,22,25,63232.0
197,24,22,81513.0
198,6,30,0.0
198,6,56,19575.0
198,1,57,19747.0
198,3,35,66965.0
199,6,30,0.0
199,1,57,22465.0
199,6,56,29199.0
200,1,57,0.0
200,1,14,5289.0
200,6,30,39092.0
200,6,56,43976.0
200,17,23,50654.0
200,3,35,53202.0
200,17,71,73624.0
201,1,57,0.0
201,1,14,426.0
201,3,35,2577.0
201,17,71,7185.0
201,6,30,12613.0
201,17,23,29738.0
201,22,21,31026.0
201,6,56,31649.0
201,3,49,32784.0
201,15,55,48371.0
201,22,25,57994.0
202,6,30,0.0
202,1,14,9433.0
202,3,35,44444.0
202,17,71,55076.0
202,3,49,56510.0
203,17,71,0.0
203,17,23,932.0
203,15,55,7240.0
203,3,49,32243.0
203,21,64,51682.0
204,6,30,0.0
204,6,56,37977.0
204,17,23,41152.0
204,1,57,55671.0
204,15,55,61872.0
204,17,71,66688.0
205,1,57,0.0
205,6,30,2211.0
205,1,14,34163.0
205,6,56,58182.0
205,3,49,60247.0
205,22,21,61359.0
205,22,25,64789.0
206,1,57,0.0
206,6,56,6491.0
206,1,14,27662.0
206,17,71,73491.0
206,3,49,73857.0
206,3,35,75867.0
206,15,55,96053.0
206,22,21,101302.0
207,1,14,0.0
207,6,30,20046.0
207,1,57,22177.0
207,22,77,22841.0
207,20,44,60308.0
207,15,78,96040.0
208,3,35,0.0
208,22,77,4190.0
208,20,44,15870.0
208,1,57,33033.0
208,6,30,33731.0
208,22,55,34020.0
208,15,65,50912.0
208,17,21,60639.0
208,3,49,75402.0
209,3,35,0.0
209,6,56,979.0
209,17,23,12089.0
209,15,65,29919.0
209,1,57,30351.0
209,22,77,31393.0
209,22,55,46359.0
210,3,49,0.0
210,6,30,1237.0
210,6,56,78343.0
210,17,21,83388.0
211,6,30,0.0
211,24,22,53306.0
211,6,56,82108.0
211,20,44,104402.0
212,3,35,0.0
212,20,44,5804.0
212,22,55,12534.0
212,6,30,17979.0
212,15,65,27986.0
212,1,14,29744.0
212,1,57,48785.0
212,3,49,64139.0
212,17,21,64767.0
212,22,77,65670.0
213,6,30,0.0
213,22,55,2565.0
213,17,21,3219.0
213,3,49,3768.0
213,15,65,4716.0
213,20,75,36701.0
213,1,14,37753.0
214,6,30,0.0
214,3,49,23537.0
214,6,56,74801.0
214,3,35,81784.0
214,22,55,82735.0
214,17,23,89871.0
215,3,35,0.0
215,22,55,10205.0
215,22,25,11296.0
215,1,14,31229.0
215,17,23,31880.0
215,21,71,73552.0
216,22,77,0.0
216,6,30,17527.0
216,1,57,24770.0
216,20,15,27165.0
216,17,23,29995.0
216,22,55,34717.0
216,20,75,79722.0
217,3,35,0.0
217,21,71,9079.0
217,15,65,20445.0
217,6,30,30501.0
217,17,23,30715.0
217,20,75,41512.0
217,20,15,75552.0
217,22,77,76409.0
218,6,30,0.0
218,17,21,26753.0
218,3,49,32147.0
218,15,65,39025.0
218,3,35,42103.0
218,22,77,63741.0
218,21,64,85931.0
218,22,55,102008.0
218,15,81,102582.0
219,1,14,0.0
219,22,55,1937.0
219,3,49,4343.0
219,17,21,5871.0
219,3,35,6416.0
219,6,30,11481.0
219,22,77,12471.0
219,6,56,17639.0
219,1,57,49373.0
219,20,15,62706.0
219,20,75,63327.0
220,3,35,0.0
220,1,14,2909.0
220,3,49,3962.0
220,17,21,12127.0
220,17,23,31859.0
220,6,30,33410.0
220,21,71,37207.0
220,15,65,49057.0
220,15,81,66455.0
221,3,35,0.0
221,22,55,11770.0
221,3,49,13480.0
221,22,77,16416.0
221,21,64,43147.0
221,20,44,43750.0
221,15,65,44354.0
221,21,71,44777.0
222,6,30,0.0
222,3,49,1378.0
222,6,56,26384.0
222,1,57,27129.0
222,22,55,40403.0
222,15,65,41630.0
222,17,21,56825.0
222,22,77,60429.0
222,17,23,82036.0
223,1,57,0.0
223,1,14,1654.0
223,3,35,1803.0
223,22,77,1919.0
223,6,56,3789.0
223,3,49,4537.0
223,20,44,67145.0
223,15,65,72961.0
223,24,76,77487.0
223,20,75,78215.0
224,3,71,0.0
224,3,35,38020.0
224,6,56,62571.0
224,22,77,77037.0
224,1,57,95071.0
225,3,71,0.0
225,22,55,17982.0
226,3,71,0.0
226,3,35,12167.0
226,22,55,14754.0
226,17,22,55131.0
226,6,56,64991.0
226,29,50,68913.0
226,1,14,73400.0
226,27,44,74295.0
227,3,35,0.0
227,6,30,762.0
227,1,14,32834.0
227,3,71,33511.0
227,17,22,33713.0
227,17,84,55567.0
227,15,65,78027.0
227,1,57,78438.0
227,22,77,81061.0
228,3,71,0.0
228,6,30,16460.0
228,22,77,46891.0
228,6,56,61583.0
228,17,22,78490.0
229,27,44,0.0
229,1,14,4828.0
229,15,65,37503.0
230,6,30,0.0
230,22,55,45302.0
230,3,35,48388.0
231,3,71,0.0
231,3,35,4183.0
231,22,55,54656.0
231,1,14,63673.0
232,3,71,0.0
232,3,35,8127.0
232,22,55,46442.0
232,22,77,46859.0
232,1,57,62774.0
233,3,35,0.0
233,22,77,19026.0
233,1,57,50830.0
233,17,22,66716.0
233,1,14,82507.0
234,3,71,0.0
234,22,55,11452.0
234,3,35,33926.0
234,6,30,41517.0
234,1,14,42196.0
234,17,22,102099.0
234,27,44,103912.0
235,3,35,0.0
235,3,71,771.0
235,22,55,84212.0
236,6,30,0.0
236,3,35,5602.0
236,1,57,15710.0
236,22,55,19125.0
236,3,71,29179.0
236,22,77,29896.0
236,25,63,60754.0
236,25,79,100227.0
237,6,30,0.0
237,22,55,18265.0
237,1,57,66635.0
237,17,84,85217.0
237,17,22,85475.0
238,3,35,0.0
238,3,71,19966.0
238,6,30,53765.0
238,22,55,55109.0
238,6,56,87389.0
238,22,77,93141.0
239,3,71,0.0
239,6,30,1883.0
239,1,57,3212.0
239,22,77,26526.0
239,17,84,67120.0
239,15,49,81186.0
239,27,44,84510.0
239,1,14,85233.0
239,17,22,101065.0
239,15,65,101799.0
240,22,30,0.0
240,3,14,11060.0
241,3,71,0.0
241,6,55,6407.0
241,22,30,33376.0
242,3,71,0.0
242,6,55,18510.0
242,6,77,43116.0
242,3,14,51890.0
243,22,30,0.0
243,22,65,51988.0
243,6,77,65237.0
243,3,71,121749.0
244,22,30,0.0
244,3,71,34817.0
244,6,77,71447.0
245,6,55,0.0
245,17,22,31687.0
245,17,56,33270.0
245,27,44,36506.0
245,22,30,37060.0
246,22,30,0.0
246,3,71,31309.0
246,3,14,62826.0
246,27,84,63293.0
246,6,55,77869.0
247,22,65,0.0
247,6,55,16479.0
247,3,14,23888.0
247,27,44,93168.0
247,1,87,108172.0
248,22,30,0.0
248,3,14,5988.0
248,6,77,68097.0
248,22,65,83436.0
249,3,71,0.0
249,3,14,33398.0
250,22,30,0.0
250,3,71,19493.0
250,27,84,24998.0
250,15,49,26972.0
250,1,87,33772.0
250,17,22,39674.0
250,22,65,54043.0
250,25,63,54548.0
250,27,44,66170.0
250,18,83,79789.0
251,22,65,0.0
251,1,57,17779.0
251,15,49,24321.0
251,1,87,28223.0
252,3,14,0.0
252,22,30,7248.0
252,3,71,22121.0
252,6,77,84879.0
252,6,55,85429.0
253,22,30,0.0
253,6,55,2684.0
253,3,14,35382.0
254,22,30,0.0
254,3,14,14920.0
254,3,71,48333.0
255,22,30,0.0
255,1,57,19337.0
255,22,65,83804.0
255,17,56,102136.0
256,3,71,0.0
257,22,30,0.0
258,22,30,0.0
258,6,77,75300.0
259,22,30,0.0
259,6,78,54942.0
259,1,57,70679.0
259,15,91,73658.0
260,22,30,0.0
260,1,84,37278.0
260,6,77,76824.0
261,3,71,0.0
261,22,30,24166.0
261,25,87,86969.0
262,22,30,0.0
262,3,71,39660.0
262,6,55,73338.0
262,6,77,75609.0
263,22,30,0.0
263,3,71,12642.0
263,6,77,52765.0
264,3,71,0.0
264,6,55,68128.0
264,1,57,100659.0
264,17,22,101751.0
265,6,77,0.0
265,27,44,54779.0
265,27,103,65421.0
265,29,104,81609.0
265,29,81,90544.0
265,33,100,105445.0
266,22,30,0.0
266,3,71,20827.0
266,22,50,70329.0
267,3,71,0.0
267,1,57,51381.0
267,22,50,70453.0
267,3,14,105787.0
268,3,71,0.0
268,6,77,4930.0
268,1,57,25640.0
268,17,22,50634.0
268,1,84,85575.0
269,3,71,0.0
269,3,14,603.0
269,1,57,20193.0
269,17,22,28003.0
269,22,50,29385.0
269,1,84,52702.0
270,22,30,0.0
270,3,71,24689.0
270,1,57,69648.0
270,17,56,78446.0
271,3,71,0.0
271,22,30,3365.0
271,6,55,52045.0
271,3,95,56074.0
271,17,56,102107.0
271,15,49,119863.0
271,1,57,122985.0
272,3,95,0.0
272,6,77,2511.0
272,1,84,52487.0
272,17,22,70530.0
273,3,117,0.0
273,1,102,79824.0
274,1,102,0.0
274,3,71,16625.0
274,22,30,45436.0
274,32,65,46557.0
274,27,87,52127.0
275,1,102,0.0
275,3,71,83199.0
276,3,117,0.0
276,22,30,32410.0
277,3,117,0.0
277,1,102,16873.0
277,22,30,27125.0
278,1,102,0.0
278,3,71,52118.0
278,6,55,63362.0
279,3,117,0.0
279,22,30,14527.0
279,3,71,52685.0
280,3,117,0.0
280,3,71,342.0
280,22,30,21209.0
280,1,102,32405.0
280,27,84,33795.0
281,3,117,0.0
281,22,30,7660.0
281,22,119,77482.0
281,32,65,78407.0
282,3,117,0.0
282,22,30,16664.0
282,27,87,59349.0
282,1,102,68229.0
282,22,119,91516.0
282,6,77,94754.0
282,6,55,95841.0
283,3,71,0.0
283,22,119,71915.0
283,6,77,78042.0
284,3,71,0.0
284,22,30,3668.0
284,3,117,14988.0
284,1,102,99763.0
285,3,71,0.0
285,6,55,40012.0
286,22,30,0.0
286,3,117,982.0
286,3,71,8206.0
286,6,55,67605.0
287,1,102,0.0
287,3,117,11435.0
287,1,57,26129.0
287,3,71,83538.0
287,17,22,95101.0
287,17,56,106421.0
288,1,102,0.0
288,3,117,9259.0
288,3,71,33902.0
289,3,95,0.0
289,3,119,24360.0
289,1,102,34675.0
289,22,30,47863.0
289,1,77,73634.0
290,3,95,0.0
290,3,119,12971.0
290,22,30,21429.0
290,1,77,33347.0
291,3,95,0.0
291,3,119,29330.0
292,3,95,0.0
292,22,30,23914.0
292,6,55,26462.0
292,1,77,80647.0
293,3,95,0.0
293,3,119,9451.0
293,1,102,48984.0
293,22,84,53007.0
294,1,102,0.0
294,3,95,215.0
294,3,119,31843.0
294,22,30,39294.0
294,22,84,81347.0
295,1,77,0.0
295,22,30,12401.0
295,6,55,67327.0
296,3,95,0.0
296,3,119,46447.0
296,22,84,72579.0
297,3,95,0.0
297,3,119,39094.0
297,22,84,48395.0
297,22,30,53267.0
297,1,77,55795.0
297,32,57,80138.0
298,3,95,0.0
298,1,102,4500.0
298,22,30,34462.0
298,22,84,36959.0
298,6,55,72607.0
298,27,100,96498.0
298,27,123,97180.0
299,1,102,0.0
299,3,95,40139.0
299,1,77,50782.0
299,32,57,54313.0
299,22,84,57498.0
300,22,30,0.0
300,3,95,36595.0
300,3,119,43897.0
300,22,84,46059.0
300,1,102,68369.0
300,32,57,70030.0
300,35,109,98237.0
301,1,102,0.0
301,22,84,17050.0
301,22,30,24373.0
301,1,77,85490.0
301,3,119,93158.0
302,3,95,0.0
302,1,77,37533.0
303,3,119,0.0
303,1,77,13729.0
303,22,84,75503.0
304,1,77,0.0
304,22,30,741.0
304,22,84,54156.0
305,1,102,0.0
305,6,117,16322.0
305,22,137,77376.0
305,25,131,85409.0
306,1,102,0.0
306,3,119,2991.0
306,1,77,5416.0
306,6,117,18369.0
306,22,137,21960.0
306,6,55,23641.0
307,1,102,0.0
307,1,77,1675.0
308,1,102,0.0
308,3,95,18348.0
308,6,55,47455.0
309,22,137,0.0
309,25,131,31832.0
309,3,119,42217.0
309,17,110,80210.0
309,17,92,82351.0
310,3,119,0.0
310,3,95,1336.0
310,1,102,57356.0
311,3,95,0.0
311,6,117,5003.0
311,1,102,34934.0
311,6,55,35920.0
312,3,95,0.0
312,1,77,42293.0
312,6,117,60150.0
313,3,95,0.0
313,3,119,13779.0
313,6,55,17618.0
313,1,77,32651.0
313,17,110,77537.0
313,17,92,100605.0
314,1,102,0.0
314,3,95,4599.0
314,3,119,15594.0
314,1,77,21856.0
314,6,55,31389.0
315,1,102,0.0
315,1,77,1901.0
315,22,137,32176.0
315,22,90,37310.0
315,3,119,57187.0
315,34,87,100035.0
315,32,65,104599.0
316,3,95,0.0
316,1,102,16262.0
316,6,117,16829.0
316,1,77,27719.0
316,22,30,34463.0
316,22,137,45600.0
316,17,110,51136.0
316,41,122,75019.0
317,3,119,0.0
317,1,102,20941.0
317,6,55,53554.0
317,18,94,63498.0
317,22,137,70033.0
317,22,30,76582.0
318,3,95,0.0
318,6,117,11331.0
318,3,119,15909.0
318,6,55,22772.0
318,1,102,62402.0
318,22,30,79468.0
319,1,77,0.0
319,1,102,344.0
319,3,119,56731.0
319,6,117,80761.0
320,1,102,0.0
320,3,95,1259.0
320,1,77,5120.0
320,22,137,30103.0
320,3,119,50537.0
320,6,81,51069.0
320,35,139,52361.0
320,17,110,60431.0
320,17,70,75567.0
320,25,131,80370.0
320,32,65,82073.0
320,35,109,98519.0
320,29,105,99303.0
321,1,102,0.0
321,25,55,8685.0
321,3,123,54080.0
321,22,137,68358.0
321,34,131,69503.0
322,6,117,0.0
322,1,77,13564.0
322,1,102,37722.0
322,6,95,47266.0
323,3,119,0.0
323,1,77,5117.0
323,22,145,6240.0
323,6,117,6843.0
323,22,137,53112.0
324,1,102,0.0
324,25,55,1087.0
324,1,77,2073.0
325,1,102,0.0
325,22,137,10497.0
325,6,95,13385.0
325,1,77,14854.0
325,6,117,15820.0
326,6,117,0.0
326,6,95,25351.0
326,1,77,25530.0
326,22,145,41099.0
326,3,123,46669.0
326,22,137,46943.0
326,25,55,49077.0
326,32,151,66142.0
326,3,119,69918.0
327,6,117,0.0
327,41,122,8626.0
327,1,102,11606.0
327,22,137,41207.0
327,1,77,42219.0
327,3,119,69351.0
328,6,117,0.0
328,3,123,39092.0
328,1,102,43088.0
328,33,103,75302.0
328,22,137,84003.0
329,1,102,0.0
329,22,145,6520.0
329,1,77,8553.0
329,6,117,45270.0
329,3,119,48028.0
329,3,123,81491.0
330,3,123,0.0
330,1,102,288.0
330,22,137,27893.0
330,3,119,31833.0
330,32,118,74244.0
330,33,103,84308.0
331,1,102,0.0
331,6,117,3550.0
331,1,77,28462.0
331,22,145,49337.0
331,22,137,89650.0
331,41,127,108851.0
332,1,102,0.0
332,6,117,6054.0
332,1,77,7404.0
332,6,95,56219.0
332,3,119,85274.0
333,6,95,0.0
333,1,102,2808.0
333,6,117,4189.0
333,1,77,5896.0
333,22,137,57418.0
333,22,145,58249.0
334,6,117,0.0
334,6,95,22064.0
334,22,145,34874.0
334,3,123,43296.0
334,3,119,57530.0
334,33,88,63728.0
335,22,137,0.0
335,22,90,7223.0
335,33,88,22469.0
335,3,119,36258.0
335,3,123,46884.0
335,25,138,72350.0
336,22,137,0.0
336,6,95,3129.0
336,6,117,37259.0
336,1,77,46862.0
336,3,123,111160.0
1,23,18,0.0
1,23,22,807.0
1,7,15,1604.0
1,7,10,4435.0
1,4,4,4879.0
1,3,3,5722.0
1,5,67,6004.0
1,5,7,6298.0
1,10,16,6335.0
1,2,2,7085.0
1,10,21,7374.0
2,23,18,0.0
2,2,2,22722.0
2,7,10,23513.0
2,7,15,46173.0
2,23,22,47360.0
2,9,17,52333.0
2,1,1,60733.0
2,3,3,71576.0
2,6,13,76932.0
2,5,7,102164.0
3,9,20,0.0
3,9,17,10970.0
3,23,18,44975.0
3,23,22,63704.0
3,1,5,65102.0
3,1,1,71866.0
3,7,10,74476.0
3,5,67,76439.0
3,4,4,84309.0
3,6,8,91750.0
3,5,7,94156.0
3,2,2,95834.0
3,2,9,106853.0
4,23,18,0.0
4,9,20,7187.0
4,7,15,9170.0
4,1,1,22096.0
4,23,22,37779.0
4,6,8,42057.0
4,7,10,42880.0
4,4,4,52775.0
4,3,3,58198.0
4,4,12,65149.0
4,9,17,67641.0
4,1,5,77824.0
4,5,7,78805.0
5,23,18,0.0
5,23,22,13056.0
5,9,17,13924.0
5,9,20,18941.0
5,4,4,43166.0
5,6,13,50827.0
5,2,2,52312.0
5,3,3,65211.0
6,23,18,0.0
6,23,22,7666.0
6,6,8,13442.0
6,6,13,15110.0
6,9,17,15730.0
6,3,3,33586.0
6,4,4,37839.0
6,5,7,63142.0
6,10,21,65040.0
7,23,18,0.0
7,9,17,6714.0
7,9,20,7461.0
7,7,15,27843.0
7,3,3,31539.0
7,6,13,39996.0
7,2,9,46247.0
7,7,10,46959.0
7,6,8,50246.0
7,4,4,62420.0
7,2,2,64327.0
7,3,6,66376.0
7,1,1,80454.0
8,9,20,0.0
8,9,17,15188.0
8,23,22,41175.0
8,6,13,45043.0
8,3,3,45915.0
8,23,18,46285.0
8,7,15,68307.0
8,6,8,69622.0
8,7,10,69823.0
8,10,21,71522.0
8,3,6,74023.0
9,9,17,0.0
9,9,20,9252.0
9,6,13,15906.0
9,3,3,21099.0
9,23,18,23609.0
9,23,22,24468.0
9,4,4,24888.0
9,1,5,58692.0
9,7,10,61457.0
9,2,2,61925.0
9,10,21,62327.0
9,3,6,62876.0
9,4,12,68328.0
9,2,9,69555.0
9,10,16,71941.0
9,5,67,90225.0
9,7,15,90970.0
10,1,1,0.0
10,6,8,11529.0
10,9,17,16886.0
10,3,3,26967.0
10,1,5,34392.0
10,7,10,35237.0
10,23,18,55088.0
10,7,15,68172.0
10,3,6,68774.0
10,23,22,69256.0
10,2,2,70612.0
10,4,12,71512.0
10,2,9,74046.0
11,23,22,0.0
11,1,1,2358.0
11,6,8,15994.0
11,1,5,20032.0
11,3,3,20870.0
11,4,4,27744.0
11,23,18,34913.0
11,2,9,36667.0
11,9,17,44910.0
11,10,16,47935.0
11,2,2,48822.0
11,10,21,63614.0
11,7,15,64527.0
11,7,10,86519.0
11,4,154,91774.0
12,6,8,0.0
12,10,21,939.0
12,9,20,3875.0
12,2,9,9966.0
12,2,2,11276.0
12,1,5,32763.0
12,23,22,35461.0
12,3,3,36208.0
12,9,17,36959.0
12,7,10,41490.0
12,10,16,42636.0
12,5,67,46106.0
12,3,6,54241.0
12,6,69,102177.0
13,23,22,0.0
13,23,18,2866.0
13,6,8,30664.0
13,10,16,31131.0
13,4,4,59182.0
13,1,5,60693.0
13,2,2,82412.0
13,9,20,85407.0
13,6,21,86856.0
13,3,6,162163.0
13,7,10,163925.0
14,1,1,0.0
14,7,10,9634.0
14,4,4,16624.0
14,9,20,20621.0
14,23,18,30015.0
14,23,22,31858.0
14,1,5,36157.0
14,2,9,55054.0
14,3,6,56054.0
14,6,8,58892.0
14,3,3,59777.0
14,7,15,73009.0
14,6,21,79890.0
14,10,24,93502.0
15,9,20,0.0
15,7,15,4877.0
15,1,1,6472.0
15,6,8,7940.0
15,3,3,8793.0
15,2,2,9509.0
15,23,22,10641.0
15,23,18,11474.0
15,2,9,11777.0
15,4,4,13065.0
15,1,5,13735.0
15,6,21,14596.0
15,10,16,14959.0
15,10,24,15734.0
15,3,6,17973.0
16,9,17,0.0
16,2,9,7626.0
16,1,1,18944.0
16,9,20,19652.0
16,23,18,29005.0
16,6,8,33340.0
16,5,67,35991.0
16,23,22,45454.0
16,1,5,48499.0
16,7,155,63324.0
16,6,21,70665.0
16,10,24,71388.0
356,6,95,0.0
356,1,117,7809.0
356,37,127,9370.0
356,22,65,10493.0
356,21,118,17866.0
356,22,145,18241.0
357,1,102,0.0
357,1,117,40225.0
358,1,102,0.0
358,1,117,52529.0
359,1,102,0.0
359,3,119,15560.0
359,25,105,31254.0
359,22,145,45495.0
359,1,117,56113.0
360,1,117,0.0
360,3,119,39696.0
360,21,158,43210.0
361,3,123,0.0
361,3,119,30007.0
361,35,110,96649.0
361,32,137,101484.0
362,1,117,0.0
362,6,95,44017.0
362,3,119,66921.0
362,25,55,73232.0
363,1,117,0.0
363,6,95,19369.0
363,22,145,48019.0
363,32,137,66735.0
364,1,102,0.0
364,1,117,18151.0
364,6,95,83254.0
365,6,95,0.0
365,1,102,25967.0
365,3,123,38354.0
365,1,117,44177.0
365,21,158,45106.0
365,32,137,72039.0
365,35,133,84225.0
366,1,102,0.0
366,1,117,1304.0
366,6,95,1824.0
366,3,123,54408.0
366,22,145,68805.0
366,21,118,78316.0
367,1,117,0.0
367,6,77,7326.0
367,3,123,14975.0
367,3,119,38722.0
368,6,77,0.0
368,1,117,32637.0
368,46,140,55325.0
368,22,145,82369.0
369,1,102,0.0
369,6,77,27051.0
369,1,117,53788.0
370,22,145,0.0
370,3,119,11904.0
370,3,123,13446.0
370,32,137,104225.0
371,3,123,0.0
371,22,145,28658.0
371,3,119,37683.0
371,32,138,42331.0
372,1,117,0.0
372,6,77,9873.0
372,32,137,68591.0
372,21,118,73348.0
372,6,105,74556.0
373,1,102,0.0
373,1,117,2334.0
374,1,117,0.0
374,6,77,20453.0
374,6,105,41229.0
375,1,117,0.0
375,1,102,7104.0
375,6,77,57314.0
376,1,102,0.0
376,1,117,5934.0
376,22,123,51409.0
377,1,102,0.0
377,1,117,38713.0
378,1,117,0.0
378,1,102,31752.0
378,6,105,66505.0
379,1,102,0.0
379,3,95,23344.0
379,22,145,51214.0
379,37,127,71378.0
379,32,137,80835.0
380,1,102,0.0
380,1,117,13609.0
380,6,77,52095.0
380,6,105,100912.0
380,37,122,109606.0
381,1,102,0.0
381,1,117,529.0
381,22,123,31410.0
381,6,77,88670.0
382,1,102,0.0
382,1,117,30470.0
382,37,122,75768.0
382,32,137,83628.0
382,21,118,85355.0
383,6,77,0.0
383,6,105,502.0
383,21,158,35532.0
383,21,118,36114.0
383,37,122,52522.0
383,22,123,59878.0
383,3,119,74743.0
383,37,127,92566.0
384,1,117,0.0
384,37,122,9553.0
384,22,123,44619.0
384,21,118,67419.0
384,6,105,71884.0
384,1,102,78269.0
385,1,117,0.0
385,3,95,26232.0
385,22,145,35446.0
385,1,102,46710.0
385,3,119,47430.0
385,6,77,51813.0
385,37,127,75964.0
385,32,137,77309.0
385,22,123,77655.0
386,1,102,0.0
386,1,117,13363.0
386,22,123,36109.0
386,6,77,86714.0
386,22,145,90603.0
386,3,119,97615.0
387,1,117,0.0
387,1,102,36387.0
387,32,137,47546.0
387,3,119,80088.0
388,1,117,0.0
388,3,137,40547.0
388,1,140,56758.0
388,6,77,99235.0
389,3,95,0.0
389,32,102,27545.0
389,6,105,39144.0
389,1,140,60588.0
390,1,117,0.0
390,1,140,24764.0
391,32,102,0.0
391,3,137,33212.0
391,6,105,72839.0
392,32,102,0.0
392,3,137,33819.0
392,1,117,45327.0
392,6,77,62601.0
393,3,95,0.0
393,3,137,7711.0
393,1,117,55255.0
394,3,95,0.0
394,3,137,1918.0
395,3,137,0.0
395,1,140,99591.0
396,3,137,0.0
396,32,102,37727.0
396,1,117,87456.0
397,3,95,0.0
397,3,137,55704.0
398,3,137,0.0
398,32,102,1806.0
398,3,95,49036.0
398,6,77,57979.0
398,22,123,81319.0
398,1,140,88787.0
399,1,117,0.0
399,6,77,20493.0
399,3,137,63295.0
400,3,95,0.0
400,1,117,22225.0
400,1,140,30818.0
400,3,137,31450.0
400,32,102,73507.0
401,3,95,0.0
401,3,137,26176.0
401,34,119,86879.0
401,21,158,101352.0
402,6,77,0.0
402,32,102,17384.0
402,1,140,17694.0
402,6,105,80441.0
402,22,123,85576.0
402,32,138,96479.0
403,6,77,0.0
403,6,105,67884.0
404,3,137,0.0
404,32,102,34827.0
404,27,172,59759.0
404,27,163,88429.0
405,32,102,0.0
405,3,95,14.0
405,1,117,21552.0
406,1,117,0.0
406,3,137,7645.0
407,1,117,0.0
407,1,177,25022.0
407,32,102,53646.0
407,3,95,71402.0
408,3,95,0.0
408,32,102,19827.0
408,6,140,23592.0
408,6,105,29634.0
408,27,172,70690.0
408,1,117,137772.0
409,3,95,0.0
409,1,117,20659.0
409,3,137,36262.0
409,1,177,95673.0
410,32,102,0.0
410,27,172,31017.0
410,1,117,31824.0
410,6,105,90936.0
411,3,95,0.0
411,1,117,17128.0
411,3,137,37545.0
411,1,177,48703.0
412,3,95,0.0
412,3,137,5574.0
413,3,137,0.0
413,32,102,15437.0
413,3,95,44580.0
413,27,163,75176.0
414,3,137,0.0
414,32,102,17673.0
415,1,117,0.0
416,3,137,0.0
416,3,95,9828.0
416,6,140,22915.0
416,1,177,53809.0
417,3,95,0.0
417,1,117,18772.0
417,3,137,49274.0
418,22,77,0.0
418,1,117,25438.0
418,32,102,52513.0
419,1,117,0.0
419,3,137,4205.0
420,1,117,0.0
420,6,105,3259.0
421,32,102,0.0
421,6,105,62978.0
422,32,173,0.0
423,1,117,0.0
423,6,105,7541.0
423,32,173,87171.0
424,6,105,0.0
424,6,140,1957.0
424,1,117,4341.0
424,3,177,27821.0
424,32,173,43349.0
424,3,95,77878.0
425,3,177,0.0
425,6,140,57549.0
425,6,105,63170.0
425,25,185,66225.0
425,32,173,86966.0
426,34,137,0.0
426,3,177,6660.0
426,1,117,9285.0
426,6,140,53491.0
426,32,173,53690.0
426,4,175,75167.0
426,4,118,104212.0
427,1,117,0.0
428,6,105,0.0
428,1,117,11661.0
428,27,172,51154.0
428,21,123,55279.0
428,1,182,73972.0
428,3,95,76820.0
429,1,117,0.0
429,32,102,30002.0
429,6,105,34356.0
429,6,140,39073.0
429,32,173,82092.0
430,1,182,0.0
430,1,117,232.0
430,32,102,48491.0
430,6,105,48837.0
431,1,117,0.0
431,34,137,51635.0
431,32,102,60390.0
431,34,176,60609.0
432,32,102,0.0
432,3,95,28422.0
432,1,117,55109.0
432,3,177,75290.0
433,3,95,0.0
433,32,102,21396.0
433,3,177,58533.0
433,1,117,66121.0
434,3,95,0.0
434,3,177,7572.0
435,3,177,0.0
435,27,172,43130.0
435,27,166,88536.0
436,1,117,0.0
436,3,177,40514.0
436,32,173,59128.0
437,1,182,0.0
437,1,117,65950.0
438,6,105,0.0
438,4,118,42386.0
438,6,163,69803.0
439,1,117,0.0
439,6,163,13416.0
440,1,182,0.0
440,4,175,7154.0
440,32,95,23969.0
440,6,163,43706.0
440,32,173,66125.0
441,1,117,0.0
441,53,102,7446.0
441,6,163,29077.0
441,3,177,35246.0
441,32,173,44439.0
442,34,137,0.0
442,1,182,2612.0
442,1,117,88032.0
443,34,137,0.0
443,32,173,32638.0
443,34,170,86528.0
443,1,117,115258.0
444,3,177,0.0
444,6,163,22464.0
445,1,182,0.0
445,4,118,42123.0
445,53,102,63328.0
446,1,117,0.0
446,1,182,3149.0
446,4,118,36423.0
446,32,95,51663.0
446,4,175,71949.0
447,1,182,0.0
447,34,137,23525.0
447,6,105,48998.0
447,34,170,56312.0
448,1,117,0.0
448,1,182,10283.0
448,32,95,79544.0
449,1,182,0.0
449,6,105,24249.0
450,1,117,0.0
450,6,105,23911.0
