raceId,Constructor,Driver,tbl
93,6,30,0.0
93,16,18,9702.0
93,3,31,21617.0
93,4,4,23654.0
93,4,15,36216.0
93,6,22,36683.0
93,3,23,55730.0
94,6,30,0.0
94,6,22,13290.0
94,4,15,32294.0
94,4,4,32952.0
94,16,11,42327.0
94,3,23,73804.0
94,15,21,77108.0
95,4,15,0.0
95,16,18,497.0
95,6,22,75766.0
96,6,30,0.0
96,6,22,17989.0
96,16,18,22533.0
96,4,15,53673.0
96,4,4,60987.0
96,15,21,73448.0
96,19,17,76206.0
97,6,30,0.0
97,6,22,5108.0
97,16,18,20409.0
98,6,30,0.0
98,6,22,2950.0
98,16,11,22036.0
98,4,15,34544.0
98,7,44,37534.0
99,6,30,0.0
99,4,4,8329.0
99,6,22,31622.0
99,4,15,32082.0
99,16,18,32482.0
99,1,14,35520.0
99,1,8,36230.0
99,3,31,43419.0
99,19,17,52394.0
99,3,48,58166.0
100,6,30,0.0
100,1,8,2130.0
100,6,22,3114.0
100,16,18,10683.0
100,3,31,12173.0
100,15,21,12888.0
100,1,14,19668.0
100,19,17,23701.0
100,15,13,24023.0
100,4,4,24835.0
100,16,11,33736.0
100,3,48,34303.0
101,6,30,0.0
101,16,18,8388.0
101,4,4,16351.0
101,1,14,19231.0
101,3,31,23055.0
101,19,17,41108.0
101,3,42,41956.0
101,16,11,46842.0
101,15,21,67102.0
101,19,32,68578.0
101,4,15,70258.0
101,6,22,73252.0
102,6,30,0.0
102,6,22,4696.0
102,4,4,44599.0
102,3,31,62613.0
102,16,18,67439.0
103,1,8,0.0
103,6,30,3132.0
103,6,22,4371.0
103,15,13,12504.0
103,15,21,14104.0
103,19,32,14614.0
103,1,14,17970.0
103,7,44,18693.0
103,4,15,22115.0
104,6,22,0.0
104,6,30,1347.0
104,16,18,10197.0
104,16,11,15370.0
104,3,31,32352.0
104,1,14,33439.0
104,3,42,33752.0
104,15,21,35431.0
104,19,17,56761.0
104,4,15,66316.0
104,7,41,82531.0
105,6,22,0.0
105,16,18,1035.0
105,1,8,1469.0
105,4,4,32510.0
105,3,31,45193.0
105,16,11,54791.0
105,15,21,65454.0
105,15,13,80080.0
105,1,14,80619.0
106,6,30,0.0
106,3,23,14098.0
106,16,18,19662.0
106,16,11,31781.0
106,4,4,37767.0
106,1,8,39362.0
106,3,31,55347.0
106,15,21,56276.0
106,15,13,89656.0
107,3,31,0.0
107,1,8,1022.0
107,6,22,24099.0
107,4,4,48508.0
107,3,23,49740.0
107,16,11,50248.0
107,6,30,50626.0
107,15,13,62310.0
107,15,21,63842.0
108,1,14,0.0
108,3,31,8675.0
108,1,8,9192.0
108,6,30,9482.0
108,4,15,38801.0
108,15,49,43928.0
108,4,4,45074.0
108,3,23,45745.0
108,16,35,65536.0
108,16,18,65974.0
109,1,8,0.0
109,6,22,39286.0
109,4,4,64007.0
109,3,23,88026.0
110,17,21,0.0
110,1,8,945.0
110,4,4,6348.0
110,1,14,8096.0
110,15,49,8642.0
110,16,35,16054.0
110,3,23,38526.0
110,4,15,45927.0
111,6,30,0.0
111,1,8,1882.0
111,6,22,2291.0
111,3,23,8803.0
111,1,14,9411.0
111,4,4,43689.0
111,3,31,45271.0
112,6,30,0.0
112,4,4,5700.0
112,6,22,18000.0
112,3,31,62000.0
113,6,30,0.0
113,1,8,3362.0
113,6,22,3951.0
113,16,18,42243.0
113,1,14,59740.0
114,3,31,0.0
114,1,8,602.0
114,6,30,1720.0
114,3,23,28518.0
114,4,4,36251.0
114,4,15,40972.0
114,1,14,41227.0
114,6,22,53266.0
115,6,30,0.0
115,3,23,784.0
115,3,31,1355.0
115,4,4,4481.0
115,6,22,64261.0
115,1,8,70502.0
116,3,23,0.0
116,3,31,16821.0
116,6,22,39673.0
116,4,4,65731.0
116,6,30,66162.0
117,3,23,0.0
117,3,31,13813.0
117,6,30,19568.0
117,1,8,38047.0
117,1,14,40289.0
117,19,17,66380.0
118,6,22,0.0
118,3,31,5462.0
118,1,8,10656.0
118,6,30,25648.0
118,1,14,36827.0
118,4,15,43067.0
118,7,43,45085.0
118,16,18,45478.0
118,3,23,58032.0
118,16,35,63569.0
118,7,44,65207.0
118,15,49,65564.0
119,3,31,0.0
119,1,14,65459.0
119,4,15,69060.0
119,4,4,69344.0
120,4,4,0.0
120,1,8,16768.0
120,3,31,34537.0
120,3,23,35620.0
120,1,14,56535.0
120,19,17,72643.0
121,6,30,0.0
121,3,31,5294.0
121,6,22,11835.0
121,1,8,12834.0
121,3,48,27891.0
122,6,30,0.0
122,1,8,18258.0
122,15,49,37964.0
122,4,15,48329.0
122,15,2,56403.0
123,6,22,0.0
123,1,8,11085.0
123,1,14,11614.0
123,16,18,33106.0
123,4,15,34269.0
123,16,11,51692.0
123,7,43,56794.0
123,6,30,59487.0
123,15,2,60159.0
123,7,44,61844.0
123,19,17,71005.0
124,6,30,0.0
124,3,31,18628.0
124,1,8,25067.0
125,3,23,0.0
125,3,31,39700.0
125,6,30,61795.0
125,4,18,69767.0
126,6,30,0.0
126,3,23,588.0
126,1,14,59109.0
126,4,18,66883.0
126,3,31,67563.0
127,6,30,0.0
127,6,22,17907.0
127,3,23,19755.0
127,3,31,44725.0
127,4,18,83395.0
128,6,30,0.0
128,3,31,35630.0
128,1,14,42623.0
128,15,2,66697.0
128,15,13,78973.0
128,21,49,80430.0
129,6,30,0.0
129,6,22,182.0
129,3,31,17730.0
129,3,23,18448.0
129,17,21,49965.0
129,1,14,50672.0
129,4,18,51229.0
129,7,63,69425.0
129,7,66,69718.0
130,1,14,0.0
130,6,30,1050.0
130,3,23,67450.0
131,6,30,0.0
131,1,14,1132.0
131,6,22,7082.0
131,1,8,37563.0
131,17,21,42812.0
131,4,15,48947.0
132,6,22,0.0
132,6,30,294.0
132,1,8,46435.0
132,3,23,66963.0
132,4,18,76944.0
133,6,30,0.0
133,6,22,14578.0
133,3,31,31661.0
134,6,30,0.0
134,1,8,1104.0
134,1,14,31975.0
134,3,31,40675.0
134,3,23,41772.0
135,6,30,0.0
135,3,31,10503.0
135,3,23,14466.0
135,6,22,23195.0
136,6,22,0.0
136,6,30,434.0
136,3,23,13356.0
136,1,8,29479.0
136,1,14,37800.0
136,17,21,68804.0
136,15,13,73612.0
137,6,30,0.0
137,6,22,1977.0
137,3,31,18445.0
137,1,14,19357.0
137,3,23,56440.0
137,19,56,77370.0
137,7,63,77809.0
137,16,35,79855.0
138,6,22,0.0
138,6,30,255.0
138,19,56,52579.0
138,4,15,58219.0
138,4,18,67770.0
138,16,44,68491.0
138,1,14,69047.0
138,17,21,70891.0
138,16,35,81068.0
138,15,2,82046.0
139,6,22,0.0
139,6,30,11.0
139,1,14,7799.0
139,3,31,9911.0
139,4,15,56847.0
139,16,35,58211.0
140,6,30,0.0
140,6,22,506.0
140,1,8,23292.0
140,3,31,36275.0
140,17,11,82694.0
141,6,30,0.0
141,1,14,1717.0
141,6,22,33491.0
141,15,2,71479.0
141,17,49,72807.0
141,15,8,84143.0
141,16,44,87050.0
142,6,30,0.0
142,6,22,23660.0
142,1,14,28555.0
142,17,49,46543.0
142,3,23,48233.0
142,1,57,48606.0
142,21,50,81560.0
143,1,14,0.0
143,6,30,16164.0
144,3,23,0.0
144,1,14,4352.0
144,6,22,34766.0
144,1,57,36315.0
144,17,15,85558.0
145,6,30,0.0
145,3,31,40738.0
145,16,35,49626.0
145,17,15,51253.0
145,1,14,51616.0
145,15,2,61893.0
145,16,44,64977.0
145,15,8,79808.0
146,1,14,0.0
146,6,30,2190.0
146,6,22,2527.0
146,15,8,41593.0
146,16,44,53775.0
147,6,30,0.0
147,6,22,431.0
147,19,56,30698.0
147,16,35,32454.0
148,3,23,0.0
148,6,30,20235.0
148,1,57,40672.0
148,15,8,68116.0
148,20,55,70435.0
149,6,30,0.0
149,3,31,4127.0
149,1,14,24993.0
149,3,23,33345.0
149,6,22,45495.0
149,1,57,64868.0
149,19,56,66198.0
150,6,30,0.0
150,3,23,10399.0
150,6,22,16381.0
150,1,14,17106.0
150,17,15,68285.0
151,1,57,0.0
151,6,30,33646.0
151,6,22,59281.0
151,3,31,68772.0
152,3,23,0.0
152,6,22,46117.0
152,16,35,62806.0
152,22,21,63477.0
152,22,18,65454.0
152,20,55,65950.0
152,16,44,77527.0
153,6,30,0.0
153,6,22,3363.0
153,1,14,3940.0
153,3,23,49687.0
153,1,57,70293.0
154,6,30,0.0
154,1,14,10098.0
154,22,21,27742.0
154,1,57,36087.0
154,6,22,54521.0
154,17,55,59684.0
154,3,23,59986.0
154,16,35,64970.0
155,3,31,0.0
155,6,22,5175.0
155,3,23,17335.0
155,6,30,24991.0
155,19,37,74984.0
155,16,35,82469.0
155,15,8,83107.0
156,1,57,0.0
156,6,30,11046.0
156,1,14,12043.0
156,17,15,57423.0
156,19,56,72434.0
156,15,2,72996.0
157,6,30,0.0
157,3,31,3154.0
157,1,14,23262.0
157,1,57,35539.0
157,6,22,36544.0
157,3,23,37122.0
157,22,18,97102.0
158,6,30,0.0
158,6,22,11415.0
158,3,23,20009.0
158,16,35,44447.0
158,22,21,45165.0
158,16,41,46468.0
158,22,25,46915.0
159,6,30,0.0
159,22,21,39898.0
159,17,49,42268.0
159,17,15,72780.0
160,6,30,0.0
160,1,57,1168.0
160,1,14,51008.0
160,6,22,89276.0
161,1,14,0.0
161,1,57,1477.0
161,6,30,19917.0
161,3,23,41312.0
161,3,18,57759.0
161,17,15,79273.0
162,1,57,0.0
162,1,14,16066.0
162,6,22,29112.0
162,3,23,37311.0
162,6,30,47983.0
162,17,49,81925.0
163,6,30,0.0
163,1,57,13822.0
164,1,14,0.0
164,6,22,15889.0
164,22,21,18522.0
164,19,56,65924.0
164,15,63,80775.0
165,6,30,0.0
165,6,22,174.0
165,22,21,15365.0
165,1,57,18561.0
165,21,50,52208.0
165,17,15,61687.0
165,1,14,62216.0
165,16,41,70455.0
165,22,25,79899.0
165,15,64,114544.0
166,1,14,0.0
166,1,57,14748.0
166,6,22,32409.0
166,16,35,61322.0
166,3,23,63981.0
166,17,15,75605.0
167,1,57,0.0
167,1,14,12535.0
167,6,22,30795.0
168,6,22,0.0
168,1,57,7452.0
168,1,14,21168.0
168,3,18,22685.0
168,15,63,27112.0
168,21,37,29080.0
168,3,23,30898.0
168,16,35,47537.0
168,17,15,50901.0
168,19,56,79664.0
168,18,60,89504.0
169,1,57,0.0
169,6,30,7917.0
169,1,14,8455.0
169,6,22,44157.0
169,3,23,50437.0
169,17,49,68099.0
170,1,57,0.0
170,6,30,1104.0
170,3,23,38096.0
170,1,14,43281.0
170,3,18,49914.0
170,17,49,55984.0
170,16,35,72380.0
170,19,65,87808.0
170,15,63,88670.0
170,19,56,91555.0
170,15,64,94123.0
171,6,30,0.0
171,1,57,3810.0
171,3,23,52432.0
171,21,50,59938.0
171,22,25,67426.0
171,16,41,69293.0
172,6,30,0.0
172,6,22,12118.0
172,17,49,17368.0
172,16,35,17936.0
172,1,14,28813.0
172,16,41,51694.0
172,19,56,71115.0
173,6,30,0.0
173,1,57,1837.0
173,1,14,69914.0
173,6,22,79191.0
173,3,18,85694.0
174,6,30,0.0
174,1,14,732.0
174,6,22,18444.0
174,1,57,35269.0
174,16,35,70692.0
174,19,56,72568.0
174,22,25,89314.0
175,6,56,0.0
175,17,49,1027.0
175,3,23,7012.0
175,22,21,33418.0
175,24,22,54698.0
175,21,37,84317.0
175,21,68,86288.0
176,1,57,0.0
176,6,30,4925.0
177,6,30,0.0
177,1,14,4265.0
178,6,30,0.0
178,6,56,30476.0
178,1,57,37483.0
178,17,49,54009.0
179,1,57,0.0
179,1,14,6238.0
179,6,30,10845.0
179,6,56,30182.0
179,3,23,87208.0
180,1,57,0.0
180,22,21,782.0
180,6,56,1797.0
180,3,23,2392.0
180,24,65,2805.0
180,15,64,3711.0
180,1,14,5004.0
181,17,49,0.0
181,1,57,11092.0
181,24,22,43432.0
181,3,23,45475.0
181,6,30,47881.0
181,6,56,48901.0
181,20,15,57771.0
181,20,44,58531.0
181,16,41,88764.0
182,1,14,0.0
182,6,56,1829.0
182,3,23,27411.0
182,17,49,27789.0
182,17,71,38606.0
182,15,64,53643.0
182,22,21,54614.0
182,24,22,68590.0
182,20,15,72045.0
182,22,25,72123.0
182,3,70,77124.0
182,24,65,77709.0
182,20,44,80492.0
183,6,56,0.0
183,1,14,313.0
183,1,57,22282.0
183,17,49,52803.0
183,22,25,66358.0
183,15,64,70933.0
184,6,56,0.0
184,6,63,1007.0
184,17,49,5195.0
184,3,23,12809.0
184,1,14,16823.0
184,20,44,29879.0
184,22,25,33333.0
184,15,55,71291.0
184,18,48,108318.0
185,1,57,0.0
185,1,14,9706.0
185,6,56,27228.0
185,17,49,31815.0
185,24,22,43808.0
185,17,71,55726.0
185,22,25,61012.0
186,1,14,0.0
186,1,57,10469.0
186,17,49,33433.0
186,6,56,44948.0
186,3,23,48067.0
186,17,71,54916.0
186,6,63,56249.0
186,3,70,67022.0
186,15,55,73848.0
186,24,22,80742.0
186,22,21,92195.0
186,20,15,96154.0
186,20,44,101543.0
186,22,25,117745.0
187,17,49,0.0
187,3,23,3272.0
187,6,63,11932.0
187,24,22,17630.0
187,1,14,18142.0
187,6,56,27402.0
187,3,70,28047.0
187,16,35,41797.0
187,15,55,42198.0
187,17,71,56259.0
188,24,65,0.0
188,20,15,22619.0
188,24,22,22866.0
188,3,23,39508.0
188,1,57,62950.0
188,18,48,65154.0
188,6,56,66683.0
189,6,56,0.0
189,6,30,1040.0
